run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
8234952-2;Felicia Henriquez Duarte;felicia.henriquez102@mail.cl;938545362;986030301.0;Av Apoquindo 1200;Las Condes;13;Metropolitana;adicional;18512802-4;hijo;14-09-91;01-01-25;31-12-25;NO;;;Santiago Centro
14123671-7;Natalia Mendez Fuentes;natalia.mendez412@mail.cl;971889783;;Av Macul 1600;Independencia;13;Metropolitana;socio_titular;;;08-06-05;01-01-25;31-12-25;SI;socio;clave1552;La Florida
6014819-8;Gonzalo Galdames Alvarez;gonzalo.galdames420@mail.cl;997479314;;Av Irarrazaval 700;San Miguel;13;Metropolitana;socio_titular;;;23-02-52;01-01-25;31-12-25;SI;socio;clave1185;Santa Cruz
5775835-K;Mauricio Espinoza Iturra;mauricio.espinoza83@mail.cl;996395367;970775955.0;Av Irarrazaval 1200;La Reina;13;Metropolitana;adicional;23271233-3;primo;25-02-02;01-01-25;31-12-25;NO;;;La Florida
17001494-4;Daniela Nuñez Ortiz;daniela.nunez898@mail.cl;737728;941396705.0;Av Apoquindo 2900;Maipu;13;Metropolitana;adicional;9151881-3;prima;12-03-53;01-01-25;31-12-25;NO;;;Santiago Centro
19773300-4;Ignacio Galdames Ortiz;ignacio.galdames877@mail.cl;446458;;Av Recoleta 600;Nunoa;13;Metropolitana;adicional;10720940-0;prima;23-05-86;01-01-25;31-12-25;NO;;;Santiago Centro
23075751-8;Gonzalo Alvarez Fuentes;gonzalo.alvarez580@mail.cl;705973;942783845.0;Av Pedro de Valdivia 1200;La Reina;13;Metropolitana;socio_titular;;;17-11-82;01-01-25;31-12-25;SI;socio;clave6413;Santiago Centro
22301077-6;Enrique Contreras Nuñez;enrique.contreras286@mail.cl;981456021;974605629.0;Av Recoleta 900;Nunoa;13;Metropolitana;invitado;24973079-3;madre;24-12-04;01-01-25;31-12-25;NO;;;La Florida
16882152-7;Oscar Contreras Espinoza;oscar.contreras594@mail.cl;171376;;Av Alameda 3600;Vina del Mar;5;Valparaiso;adicional;13588977-8;padre;05-08-77;01-01-25;31-12-25;NO;;;La Florida
22617538-5;Patricia Jara Henriquez;patricia.jara192@mail.cl;338536;930501554.0;Av Alameda 3000;San Miguel;13;Metropolitana;invitado;14311235-7;abuela;28-12-89;01-01-25;31-12-25;NO;;;Providencia
5489357-8;Helena Nuñez Fuentes;helena.nunez584@mail.cl;950735;964000140.0;Av Apoquindo 1800;La Florida;13;Metropolitana;socio_titular;;;28-02-63;01-01-25;31-12-25;SI;socio;clave6827;La Florida
15050604-2;Claudio Nuñez Nuñez;claudio.nunez589@mail.cl;999358887;911741890.0;Av Providencia 1700;Puente Alto;13;Metropolitana;adicional;23559623-8;hijo;16-07-86;01-01-25;31-12-25;NO;;;Providencia
23162459-7;Helena Iturra Contreras;helena.iturra160@mail.cl;985247770;962739722.0;Av Macul 1600;Maipu;13;Metropolitana;adicional;6183714-0;padre;1990-01;01-01-25;31-12-25;NO;;;La Florida
23939420-3;Javiera Espinoza Ortiz;javiera.espinoza586@mail.cl;913826181;;Av Alameda 3600;Independencia;13;Metropolitana;socio_titular;;;25-01-86;01-01-25;31-12-25;SI;socio;clave4191;Santa Cruz
12972040-9;Enrique Fuentes Alvarez;enrique.fuentes795@mail.cl;985532899;918763493.0;Av Vicu�a Mackenna 2000;Maipu;13;Metropolitana;socio_titular;;;08-05-93;01-01-25;31-12-25;SI;socio;clave6701;Providencia
18991960-7;Gonzalo Lagos Contreras;gonzalo.lagos40@mail.cl;636530;915029851.0;Av Apoquindo 300;Maipu;13;Metropolitana;invitado;24887596-8;c—nyuge;1990-01;01-01-25;31-12-25;NO;;;Santa Cruz
6209469-9;Enrique Iturra Nuñez;enrique.iturra387@mail.cl;914752979;;Av Irarrazaval 2500;Maipu;13;Metropolitana;invitado;14815797-6;prima;12-01-50;01-01-25;31-12-25;NO;;;Santiago Centro
19515753-6;Patricia Quezada Fuentes;patricia.quezada899@mail.cl;596458;;Av Providencia 400;Santa Cruz;6;O'Higgins;adicional;7204671-7;abuela;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
23250885-6;Felicia Espinoza Quezada;felicia.espinoza280@mail.cl;947899578;921000573.0;Av Irarrazaval 1000;San Miguel;13;Metropolitana;adicional;12620839-1;hijo;02-03-70;01-01-25;31-12-25;NO;;;Providencia
21128911-7;Beatriz Fuentes Nuñez;beatriz.fuentes938@mail.cl;953224437;;Av Gran Avenida 2000;Maipu;13;Metropolitana;beneficiario;23230624-6;hijo;10-12-63;01-01-25;31-12-25;NO;;;Santa Cruz
17058165-2;Javiera Nuñez Lagos;javiera.nunez729@mail.cl;775689;;Av Macul 600;Maipu;13;Metropolitana;invitado;19150099-7;padre;10-12-59;01-01-25;31-12-25;NO;;;Providencia
10272603-0;Mauricio Quezada Galdames;mauricio.quezada257@mail.cl;569945;992660880.0;Av Gran Avenida 2800;Nunoa;13;Metropolitana;adicional;10103519-0;hijo;18-05-96;01-01-25;31-12-25;NO;;;La Florida
14038946-9;Beatriz Lagos Pardo;beatriz.lagos924@mail.cl;966598095;;Av Providencia 1800;Vina del Mar;5;Valparaiso;socio_titular;;;20-07-50;01-01-25;31-12-25;SI;socio;clave4171;Santa Cruz
9230077-6;Enrique Galdames Henriquez;enrique.galdames413@mail.cl;893463;996555545.0;Av Apoquindo 300;San Miguel;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave8304;La Florida
18738609-8;Enrique Galdames Barrera;enrique.galdames771@mail.cl;966597498;911347632.0;Av Vitacura 3600;Santiago;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave5968;Providencia
13342188-2;Daniela Jara Nuñez;daniela.jara396@mail.cl;161918;;Av Gran Avenida 2300;Concepcion;8;BioBio;invitado;12794848-0;primo;17-02-00;01-01-25;31-12-25;NO;;;Santa Cruz
11361267-3;Mauricio Alvarez Ortiz;mauricio.alvarez231@mail.cl;990765844;;Av Vitacura 3500;La Florida;13;Metropolitana;administrativo;;;1990-01;01-01-25;31-12-25;SI;administrativo;clave6332;La Florida
6158380-7;Ignacio Contreras Quezada;ignacio.contreras4@mail.cl;957749950;926357178.0;Av Recoleta 200;Concepcion;8;BioBio;adicional;6014819-8;madre;21-06-87;01-01-25;31-12-25;NO;;;La Florida
12857635-5;Beatriz Galdames Nuñez;beatriz.galdames886@mail.cl;975997881;973929659.0;Av Irarrazaval 1100;Nunoa;13;Metropolitana;socio_titular;;;17-09-53;01-01-25;31-12-25;SI;socio;clave1646;Santa Cruz
8915943-1;Gonzalo Barrera Fuentes;gonzalo.barrera46@mail.cl;962991478;956362426.0;Av Apoquindo 3100;Providencia;13;Metropolitana;beneficiario;6016578-3;hijo;26-05-66;01-01-25;31-12-25;NO;;;La Florida
13058726-6;Kevin Quezada Jara;kevin.quezada321@mail.cl;953645270;;Av Recoleta 3000;Independencia;13;Metropolitana;adicional;23115895-2;padre;02-01-70;01-01-25;31-12-25;NO;;;Santiago Centro
10254835-3;Patricia Espinoza Pardo;patricia.espinoza935@mail.cl;966691088;945400673.0;Av Providencia 4000;Independencia;13;Metropolitana;adicional;17545284-4;abuela;1990-01;01-01-25;31-12-25;NO;;;Providencia
6269511-0;Helena Henriquez Quezada;helena.henriquez754@mail.cl;961759593;;Av Vitacura 900;Concepcion;8;BioBio;beneficiario;10140560-1;c—nyuge;16-04-58;01-01-25;31-12-25;NO;;;La Florida
7466830-7;Gonzalo Nuñez Pardo;gonzalo.nunez829@mail.cl;798427;961190292.0;Av Alameda 4000;Vina del Mar;5;Valparaiso;adicional;19879651-0;primo;1990-01;01-01-25;31-12-25;NO;;;Providencia
12471762-0;Mauricio Pardo Barrera;mauricio.pardo494@mail.cl;951097822;;Av Irarrazaval 2300;Vina del Mar;5;Valparaiso;adicional;8054887-4;abuela;02-01-70;01-01-25;31-12-25;NO;;;Providencia
6433429-8;Alvaro Quezada Barrera;alvaro.quezada627@mail.cl;308566;;Av Alameda 400;Puente Alto;13;Metropolitana;socio_titular;;;26-03-76;01-01-25;31-12-25;SI;socio;clave6559;La Florida
11304531-0;Daniela Fuentes Jara;daniela.fuentes131@mail.cl;464588;943284449.0;Av Providencia 1700;La Reina;13;Metropolitana;beneficiario;8054887-4;c—nyuge;28-01-67;01-01-25;31-12-25;NO;;;Santiago Centro
12277542-0;Javiera Contreras Iturra;javiera.contreras769@mail.cl;451141;926266501.0;Av Recoleta 1700;Concepcion;8;BioBio;adicional;8554458-8;prima;15-07-78;01-01-25;31-12-25;NO;;;La Florida
22620225-0;Alvaro Fuentes Mendez;alvaro.fuentes565@mail.cl;914316;999869793.0;Av Providencia 1900;Puente Alto;13;Metropolitana;invitado;21319100-3;padre;23-12-51;01-01-25;31-12-25;NO;;;La Florida
11289436-5;Patricia Iturra Alvarez;patricia.iturra659@mail.cl;987847565;;Av Vicu�a Mackenna 3500;Santa Cruz;6;O'Higgins;adicional;21265551-1;primo;20-02-04;01-01-25;31-12-25;NO;;;Providencia
6250846-3;Ignacio Iturra Jara;ignacio.iturra588@mail.cl;929699671;928171705.0;Av Vicu�a Mackenna 1300;Concepcion;8;BioBio;adicional;23937539-1;padre;21-08-71;01-01-25;31-12-25;NO;;;La Florida
12577366-4;Loreto Lagos Ortiz;loreto.lagos543@mail.cl;461854;;Av Alameda 1700;Nunoa;13;Metropolitana;invitado;14311235-7;c—nyuge;22-12-75;01-01-25;31-12-25;NO;;;Santiago Centro
5740331-0;Alvaro Quezada Fuentes;alvaro.quezada945@mail.cl;714961;999251765.0;Av Pedro de Valdivia 100;Santiago;13;Metropolitana;adicional;24259004-K;madre;1990-01;01-01-25;31-12-25;NO;;;Providencia
13541303-8;Daniela Nuñez Mendez;daniela.nunez404@mail.cl;920954125;;Av Pedro de Valdivia 1000;Puente Alto;13;Metropolitana;adicional;18512802-4;abuela;25-12-88;01-01-25;31-12-25;NO;;;Santa Cruz
13682216-3;Claudio Quezada Galdames;claudio.quezada490@mail.cl;684258;965506544.0;Av Providencia 1300;La Reina;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave8434;Providencia
12355894-4;Gonzalo Lagos Ortiz;gonzalo.lagos853@mail.cl;918779030;;Av Pedro de Valdivia 2500;La Florida;13;Metropolitana;adicional;9737943-3;primo;1990-01;01-01-25;31-12-25;NO;;;Santa Cruz
19414204-8;Oscar Barrera Galdames;oscar.barrera253@mail.cl;990175232;964371247.0;Av Providencia 3700;Providencia;13;Metropolitana;socio_titular;;;16-07-75;01-01-25;31-12-25;SI;socio;clave5814;Santiago Centro
13127805-9;Oscar Mendez Barrera;oscar.mendez407@mail.cl;858284;936345225.0;Av Providencia 600;Maipu;13;Metropolitana;socio_titular;;;04-02-02;01-01-25;31-12-25;SI;socio;clave1281;Santa Cruz
17679103-9;Mauricio Barrera Contreras;mauricio.barrera978@mail.cl;925207817;;Av Macul 1000;Concepcion;8;BioBio;beneficiario;10720940-0;hijo;23-06-98;01-01-25;31-12-25;NO;;;La Florida
16557572-6;Javiera Quezada Duarte;javiera.quezada330@mail.cl;958132738;;Av Providencia 1000;San Miguel;13;Metropolitana;socio_titular;;;17-01-77;01-01-25;31-12-25;SI;socio;clave1963;Santa Cruz
15819439-2;Javiera Alvarez Henriquez;javiera.alvarez140@mail.cl;714092;;Av Vitacura 1900;San Miguel;13;Metropolitana;socio_titular;;;18-01-83;01-01-25;31-12-25;SI;socio;clave4459;Providencia
18963461-7;Oscar Ortiz Alvarez;oscar.ortiz889@mail.cl;949182084;956428642.0;Av Vicu�a Mackenna 3000;Vina del Mar;5;Valparaiso;socio_titular;;;24-11-56;01-01-25;31-12-25;SI;socio;clave7043;Santiago Centro
14852113-1;Alvaro Contreras Fuentes;alvaro.contreras582@mail.cl;987409874;959557501.0;Av Providencia 700;Nunoa;13;Metropolitana;adicional;20510610-9;prima;19-04-04;01-01-25;31-12-25;NO;;;Santiago Centro
11377635-8;Felicia Fuentes Alvarez;felicia.fuentes628@mail.cl;950917699;;Av Irarrazaval 700;Puente Alto;13;Metropolitana;adicional;22224530-3;hijo;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
6517996-3;Natalia Fuentes Espinoza;natalia.fuentes185@mail.cl;913344515;;Av Vitacura 100;Independencia;13;Metropolitana;adicional;22417599-7;abuela;04-12-99;01-01-25;31-12-25;NO;;;La Florida
9482533-6;Claudio Mendez Barrera;claudio.mendez633@mail.cl;966290996;986314324.0;Av Pedro de Valdivia 3600;Santiago;13;Metropolitana;adicional;22997716-4;abuelo;21-02-76;01-01-25;31-12-25;NO;;;Providencia
21724764-1;Enrique Barrera Contreras;enrique.barrera786@mail.cl;985031524;984579460.0;Av Pedro de Valdivia 1900;Nunoa;13;Metropolitana;socio_titular;;;20-02-79;01-01-25;31-12-25;SI;socio;clave4831;Santa Cruz
22199156-5;Enrique Quezada Iturra;enrique.quezada259@mail.cl;322523;;Av Alameda 2800;Independencia;13;Metropolitana;beneficiario;10140560-1;c—nyuge;22-03-93;01-01-25;31-12-25;NO;;;La Florida
9166513-1;Alvaro Barrera Espinoza;alvaro.barrera974@mail.cl;965896521;;Av Irarrazaval 1300;Maipu;13;Metropolitana;adicional;14311235-7;madre;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
19502238-9;Daniela Galdames Contreras;daniela.galdames247@mail.cl;872231;957279460.0;Av Macul 2300;Puente Alto;13;Metropolitana;invitado;6988932-3;madre;24-06-93;01-01-25;31-12-25;NO;;;La Florida
23785297-4;Mauricio Henriquez Barrera;mauricio.henriquez591@mail.cl;913427318;934376699.0;Av Apoquindo 200;Las Condes;13;Metropolitana;invitado;21896425-6;c—nyuge;25-09-77;01-01-25;31-12-25;NO;;;Providencia
10507406-9;Enrique Mendez Iturra;enrique.mendez880@mail.cl;934725670;929371444.0;Av Apoquindo 1100;Vina del Mar;5;Valparaiso;socio_titular;;;05-06-99;01-01-25;31-12-25;SI;socio;clave5617;La Florida
5624041-2;Natalia Nuñez Iturra;natalia.nunez687@mail.cl;876947;938745589.0;Av Irarrazaval 3200;Puente Alto;13;Metropolitana;adicional;7911988-2;madre;26-11-87;01-01-25;31-12-25;NO;;;Providencia
22208261-7;Daniela Contreras Lagos;daniela.contreras181@mail.cl;927019932;;Av Vicu�a Mackenna 1700;Concepcion;8;BioBio;adicional;9151881-3;prima;08-01-94;01-01-25;31-12-25;NO;;;La Florida
10279026-0;Loreto Lagos Espinoza;loreto.lagos957@mail.cl;93453;;Av Vicu�a Mackenna 2900;San Miguel;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave1239;Santiago Centro
12584413-8;Ignacio Iturra Espinoza;ignacio.iturra155@mail.cl;987622501;;Av Recoleta 1400;La Florida;13;Metropolitana;beneficiario;18963461-7;c—nyuge;16-05-98;01-01-25;31-12-25;NO;;;Santa Cruz
20197966-5;Oscar Alvarez Espinoza;oscar.alvarez172@mail.cl;228978;950362924.0;Av Recoleta 3200;La Reina;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave4090;Santiago Centro
18991450-4;Alvaro Mendez Iturra;alvaro.mendez873@mail.cl;792254;915497077.0;Av Providencia 1100;Las Condes;13;Metropolitana;adicional;10507406-9;madre;06-09-90;01-01-25;31-12-25;NO;;;Providencia
20399899-6;Mauricio Ortiz Alvarez;mauricio.ortiz868@mail.cl;982827223;;Av Alameda 1700;Independencia;13;Metropolitana;adicional;21631485-4;madre;08-09-67;01-01-25;31-12-25;NO;;;Santa Cruz
18363264-7;Kevin Nuñez Nuñez;kevin.nunez325@mail.cl;979916320;985529033.0;Av Vitacura 700;Santiago;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave3899;La Florida
23771678-0;Kevin Mendez Fuentes;kevin.mendez475@mail.cl;956940867;935764046.0;Av Vitacura 3900;La Reina;13;Metropolitana;administrativo;;;09-02-88;01-01-25;31-12-25;SI;administrativo;clave5946;La Florida
7066411-9;Gonzalo Espinoza Barrera;gonzalo.espinoza429@mail.cl;958152590;942644537.0;Av Macul 3600;Vina del Mar;5;Valparaiso;socio_titular;;;07-09-74;01-01-25;31-12-25;SI;socio;clave5878;Santa Cruz
14766439-0;Gonzalo Nuñez Jara;gonzalo.nunez19@mail.cl;937017276;932328174.0;Av Gran Avenida 3100;Independencia;13;Metropolitana;socio_titular;;;24-10-86;01-01-25;31-12-25;SI;socio;clave1880;Santa Cruz
8259945-2;Daniela Barrera Duarte;daniela.barrera860@mail.cl;972814656;934998601.0;Av Apoquindo 3000;Independencia;13;Metropolitana;adicional;17877848-0;madre;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
8674378-7;Gonzalo Mendez Duarte;gonzalo.mendez98@mail.cl;965914181;;Av Recoleta 1300;Santiago;13;Metropolitana;adicional;24377951-9;prima;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
16939347-3;Alvaro Pardo Mendez;alvaro.pardo588@mail.cl;948216594;941977067.0;Av Irarrazaval 600;Providencia;13;Metropolitana;socio_titular;;;26-12-61;01-01-25;31-12-25;SI;socio;clave7066;Santa Cruz
13799357-1;Mauricio Duarte Henriquez;mauricio.duarte278@mail.cl;814035;;Av Providencia 1300;Maipu;13;Metropolitana;adicional;9737943-3;madre;1990-01;01-01-25;31-12-25;NO;;;La Florida
5428565-5;Mauricio Espinoza Lagos;mauricio.espinoza763@mail.cl;838028;943593731.0;Av Apoquindo 2800;San Miguel;13;Metropolitana;invitado;17862474-9;madre;23-08-55;01-01-25;31-12-25;NO;;;Santiago Centro
23461631-9;Enrique Quezada Henriquez;enrique.quezada290@mail.cl;934121415;;Av Vitacura 800;Concepcion;8;BioBio;invitado;7204671-7;c—nyuge;16-06-55;01-01-25;31-12-25;NO;;;Santa Cruz
22804764-7;Oscar Contreras Mendez;oscar.contreras309@mail.cl;792426;;Av Vicu�a Mackenna 4000;Providencia;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave3206;Providencia
20837393-5;Claudio Quezada Lagos;claudio.quezada136@mail.cl;793499;968740065.0;Av Irarrazaval 3200;Concepcion;8;BioBio;beneficiario;9915422-3;c—nyuge;07-08-03;01-01-25;31-12-25;NO;;;La Florida
18062173-3;Loreto Espinoza Galdames;loreto.espinoza288@mail.cl;956515485;916926575.0;Av Providencia 2700;Santa Cruz;6;O'Higgins;invitado;19879651-0;primo;09-09-64;01-01-25;31-12-25;NO;;;Santiago Centro
22661111-8;Loreto Iturra Espinoza;loreto.iturra132@mail.cl;929406730;923300514.0;Av Macul 3900;La Reina;13;Metropolitana;adicional;6960687-3;madre;11-09-51;01-01-25;31-12-25;NO;;;Providencia
23647945-3;Oscar Alvarez Duarte;oscar.alvarez490@mail.cl;875167;919732041.0;Av Gran Avenida 2400;San Miguel;13;Metropolitana;invitado;22417599-7;prima;27-09-71;01-01-25;31-12-25;NO;;;Providencia
11934649-5;Ignacio Duarte Espinoza;ignacio.duarte453@mail.cl;986852118;939303623.0;Av Pedro de Valdivia 700;Nunoa;13;Metropolitana;socio_titular;;;20-11-66;01-01-25;31-12-25;SI;socio;clave6167;La Florida
17960701-8;Mauricio Mendez Henriquez;mauricio.mendez539@mail.cl;614980;924839769.0;Av Vicu�a Mackenna 500;Santa Cruz;6;O'Higgins;socio_titular;;;12-04-87;01-01-25;31-12-25;SI;socio;clave4329;Santiago Centro
24183297-K;Claudio Galdames Pardo;claudio.galdames727@mail.cl;914232598;;Av Alameda 1900;Maipu;13;Metropolitana;administrativo;;;15-08-61;01-01-25;31-12-25;SI;administrativo;clave6155;La Florida
24694518-7;Loreto Jara Jara;loreto.jara156@mail.cl;919832261;;Av Gran Avenida 2900;Nunoa;13;Metropolitana;adicional;18963461-7;padre;25-11-74;01-01-25;31-12-25;NO;;;La Florida
24847039-9;Helena Iturra Galdames;helena.iturra203@mail.cl;978920726;934421332.0;Av Vicu�a Mackenna 3100;Concepcion;8;BioBio;adicional;23075751-8;hijo;07-02-81;01-01-25;31-12-25;NO;;;Providencia
15633095-7;Patricia Quezada Galdames;patricia.quezada503@mail.cl;962781163;925703524.0;Av Gran Avenida 2200;Santa Cruz;6;O'Higgins;adicional;24692054-0;madre;-1990;01-01-25;31-12-25;NO;;;Providencia
7683669-8;Helena Jara Henriquez;helena.jara782@mail.cl;930701563;949291727.0;Av Irarrazaval 1300;San Miguel;13;Metropolitana;invitado;6344903-3;madre;14-07-95;01-01-25;31-12-25;NO;;;Santa Cruz
5476673-6;Alvaro Henriquez Mendez;alvaro.henriquez810@mail.cl;981555792;961390992.0;Av Providencia 1600;Nunoa;13;Metropolitana;adicional;23230624-6;padre;03-02-96;01-01-25;31-12-25;NO;;;Santa Cruz
13443439-6;Oscar Espinoza Fuentes;oscar.espinoza128@mail.cl;34628;;Av Irarrazaval 1900;Puente Alto;13;Metropolitana;invitado;16653005-1;prima;-1990;01-01-25;31-12-25;NO;;;La Florida
19249511-3;Alvaro Nuñez Ortiz;alvaro.nunez759@mail.cl;934535245;;Av Apoquindo 200;Santiago;13;Metropolitana;invitado;24377951-9;madre;01-01-90;01-01-25;31-12-25;NO;;;La Florida
11188989-9;Loreto Galdames Quezada;loreto.galdames125@mail.cl;919989388;;Av Alameda 3200;La Florida;13;Metropolitana;invitado;15667425-6;abuelo;06-02-78;01-01-25;31-12-25;NO;;;La Florida
10532988-0;Gonzalo Jara Henriquez;gonzalo.jara204@mail.cl;992132080;;Av Gran Avenida 2100;La Florida;13;Metropolitana;administrativo;;;23-02-77;01-01-25;31-12-25;SI;administrativo;clave3724;La Florida
22857738-9;Alvaro Barrera Jara;alvaro.barrera781@mail.cl;415066;;Av Pedro de Valdivia 3800;Puente Alto;13;Metropolitana;invitado;9081387-0;abuela;19-03-70;01-01-25;31-12-25;NO;;;Santa Cruz
16440104-9;Gonzalo Duarte Mendez;gonzalo.duarte772@mail.cl;992135509;983165079.0;Av Apoquindo 700;La Reina;13;Metropolitana;socio_titular;;;04-03-82;01-01-25;31-12-25;SI;socio;clave7860;Providencia
19500913-7;Ignacio Contreras Ortiz;ignacio.contreras979@mail.cl;917831640;;Av Pedro de Valdivia 3500;La Florida;13;Metropolitana;socio_titular;;;12-09-72;01-01-25;31-12-25;SI;socio;clave5551;Santa Cruz
8916232-2;Enrique Henriquez Lagos;enrique.henriquez580@mail.cl;379821;;Av Gran Avenida 2400;Maipu;13;Metropolitana;adicional;19823939-9;prima;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
8353928-3;Felicia Quezada Ortiz;felicia.quezada992@mail.cl;930126888;;Av Providencia 2600;Santa Cruz;6;O'Higgins;adicional;11606281-K;madre;08-04-87;01-01-25;31-12-25;NO;;;Santa Cruz
14125414-2;Loreto Henriquez Ortiz;loreto.henriquez48@mail.cl;30702;916614441.0;Av Vitacura 200;Nunoa;13;Metropolitana;socio_titular;;;27-09-96;01-01-25;31-12-25;SI;socio;clave8343;Santa Cruz
24729805-3;Gonzalo Contreras Mendez;gonzalo.contreras196@mail.cl;938586290;971553359.0;Av Recoleta 2000;Concepcion;8;BioBio;invitado;15912486-K;madre;09-03-71;01-01-25;31-12-25;NO;;;La Florida
11172493-0;Beatriz Lagos Iturra;beatriz.lagos715@mail.cl;443286;;Av Pedro de Valdivia 2500;Puente Alto;13;Metropolitana;adicional;21038193-7;primo;11-05-05;01-01-25;31-12-25;NO;;;Santiago Centro
6428766-4;Daniela Alvarez Espinoza;daniela.alvarez445@mail.cl;929894846;;Av Irarrazaval 3900;San Miguel;13;Metropolitana;invitado;23382051-2;primo;25-07-52;01-01-25;31-12-25;NO;;;Santa Cruz
17317597-3;Felicia Barrera Henriquez;felicia.barrera617@mail.cl;859897;960416586.0;Av Providencia 1300;Maipu;13;Metropolitana;socio_titular;;;26-11-80;01-01-25;31-12-25;SI;socio;clave3501;Providencia
11598312-3;Helena Alvarez Duarte;helena.alvarez700@mail.cl;884619;950050470.0;Av Vitacura 2100;Nunoa;13;Metropolitana;socio_titular;;;18-11-63;01-01-25;31-12-25;SI;socio;clave5461;Santiago Centro
15766103-4;Felicia Henriquez Alvarez;felicia.henriquez844@mail.cl;576229;;Av Alameda 2800;La Florida;13;Metropolitana;adicional;22224530-3;madre;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
20841931-5;Javiera Ortiz Contreras;javiera.ortiz341@mail.cl;308717;971307389.0;Av Irarrazaval 600;Vina del Mar;5;Valparaiso;adicional;20789127-4;abuelo;21-03-76;01-01-25;31-12-25;NO;;;Santiago Centro
21971159-K;Javiera Iturra Fuentes;javiera.iturra885@mail.cl;965984311;911391304.0;Av Apoquindo 900;San Miguel;13;Metropolitana;socio_titular;;;17-04-75;01-01-25;31-12-25;SI;socio;clave1964;Santiago Centro
